Sex,Race/Ethnicity,Age,Stage at Diagnosis,Rate Type,Year,"Age-adjusted (AA) Rate per 100,000"
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2001,1680.8471
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2002,1680.7897
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2003,1633.0253
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2004,1644.3258
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2005,1552.0552
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2006,1582.8479
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2007,1629.0602
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2008,1497.0787
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2009,1483.8298
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2010,1415.656
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2011,1454.4729
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2012,1320.316
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2013,1332.8244
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2014,1283.4521
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2015,1291.3535
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2016,1254.7559
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2017,1281.8757
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,Observed Rates,2000,2553.334
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,Observed Rates,2001,2505.1536
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,Observed Rates,2002,2482.6314
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,Observed Rates,2003,2471.0647
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,Observed Rates,2004,2352.9484
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,Observed Rates,2005,2279.3823
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,Observed Rates,2006,2290.0474
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,Observed Rates,2007,2251.2112
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,Observed Rates,2008,2163.9601
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,Observed Rates,2009,2161.523
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,Observed Rates,2010,2122.4182
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,Observed Rates,2011,2068.9893
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,Observed Rates,2012,1908.3023
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,Observed Rates,2013,1894.4489
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,Observed Rates,2014,1753.4245
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,Observed Rates,2015,1781.6804
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,Observed Rates,2016,1751.1192
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,Observed Rates,2017,1704.9856
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,Observed Rates,2000,12.7442
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,Observed Rates,2001,15.5373
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,Observed Rates,2002,14.0601
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,Observed Rates,2003,13.2072
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,Observed Rates,2004,14.3813
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,Observed Rates,2005,15.8346
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,Observed Rates,2006,12.5548
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,Observed Rates,2007,14.2407
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,Observed Rates,2008,15.2025
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,Observed Rates,2009,17.271
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,Observed Rates,2010,14.1412
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,Observed Rates,2011,15.7385
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,Observed Rates,2012,14.6238
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,Observed Rates,2013,15.9269
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,Observed Rates,2014,17.1766
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,Observed Rates,2015,16.3348
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,Observed Rates,2016,16.4343
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,Observed Rates,2017,16.1571
Male,Black (includes Hispanic),All Ages,All Stages,Observed Rates,2000,684.6822
Male,Black (includes Hispanic),All Ages,All Stages,Observed Rates,2001,689.0923
Male,Black (includes Hispanic),All Ages,All Stages,Observed Rates,2002,668.7993
Male,Black (includes Hispanic),All Ages,All Stages,Observed Rates,2003,654.7404
Male,Black (includes Hispanic),All Ages,All Stages,Observed Rates,2004,653.3919
Male,Black (includes Hispanic),All Ages,All Stages,Observed Rates,2005,627.079
Male,Black (includes Hispanic),All Ages,All Stages,Observed Rates,2006,627.417
Male,Black (includes Hispanic),All Ages,All Stages,Observed Rates,2007,642.015
Male,Black (includes Hispanic),All Ages,All Stages,Observed Rates,2008,624.3141
Male,Black (includes Hispanic),All Ages,All Stages,Observed Rates,2009,624.0385
Male,Black (includes Hispanic),All Ages,All Stages,Observed Rates,2010,596.2822
Male,Black (includes Hispanic),All Ages,All Stages,Observed Rates,2011,588.153
Male,Black (includes Hispanic),All Ages,All Stages,Observed Rates,2012,558.2973
Male,Black (includes Hispanic),All Ages,All Stages,Observed Rates,2013,538.4666
Male,Black (includes Hispanic),All Ages,All Stages,Observed Rates,2014,517.503
Male,Black (includes Hispanic),All Ages,All Stages,Observed Rates,2015,510.8485
Male,Black (includes Hispanic),All Ages,All Stages,Observed Rates,2016,513.5127
Male,Black (includes Hispanic),All Ages,All Stages,Observed Rates,2017,497.8386
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2000,82.6867
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2001,82.5708
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2002,81.8583
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2003,77.823
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2004,79.1798
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2005,78.126
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2006,75.2379
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2007,78.3001
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2008,77.8912
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2009,79.809
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2010,76.9836
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2011,76.3688
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2012,77.3435
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2013,74.0004
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2014,70.9511
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2015,69.3698
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2016,70.8084
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2017,69.362
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2000,1322.6074
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2001,1336.72
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2002,1329.306
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2003,1291.8267
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2004,1268.7981
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2005,1236.0968
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2006,1252.9225
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2007,1288.8901
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2008,1278.4371
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2009,1274.1007
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2010,1209.288
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2011,1205.0749
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2012,1122.0016
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2013,1112.7656
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2014,1080.7931
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2015,1056.4578
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2016,1041.2386
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2017,1012.4344
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2000,3374.6113
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2001,3393.4243
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2002,3245.7356
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2003,3202.0743
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2004,3210.9613
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2005,3047.6014
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2006,3046.8464
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2007,3102.1393
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2008,2976.8283
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2009,2968.812
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2010,2842.2785
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2011,2786.476
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2012,2643.2399
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2013,2516.434
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2014,2405.9604
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2015,2391.2379
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2016,2422.1395
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2017,2340.5811
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2000,10.8148
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2001,11.059
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2002,12.2446
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2003,11.7631
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2004,12.6934
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2005,12.6456
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2006,11.6989
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2007,11.8349
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2008,15.8445
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2009,13.1083
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2010,13.6912
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2011,13.4348
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2012,14.6227
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2013,13.0957
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2014,12.8921
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2015,11.8426
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2016,12.9916
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2017,12.7607
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2000,44.0488
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2001,44.1794
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2002,43.392
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2003,41.5696
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2004,42.7194
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2005,42.2145
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2006,41.71
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2007,43.2748
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2008,43.5498
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2009,42.7802
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2010,40.8675
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2011,40.8117
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2012,43.1853
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2013,43.2362
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2014,43.3597
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2015,42.5966
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2016,43.4704
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2017,42.5155
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2000,790.3804
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2001,796.7426
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2002,791.4703
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2003,765.8381
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2004,755.7059
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2005,737.685
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2006,740.3688
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2007,763.4828
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2008,754.198
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2009,759.4562
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2010,722.5717
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2011,719.2753
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2012,676.9951
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2013,665.4975
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2014,642.461
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2015,628.3214
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2016,622.4049
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2017,606.0271
Male,Black (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2000,3176.7674
Male,Black (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2001,3163.8668
Male,Black (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2002,2992.4404
Male,Black (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2003,2955.4124
Male,Black (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2004,2963.5804
Male,Black (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2005,2860.9772
Male,Black (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2006,2938.4069
Male,Black (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2007,2973.4668
Male,Black (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2008,2863.1013
Male,Black (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2009,2865.997
Male,Black (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2010,2787.1674
